Robbery, City
13,Harker Heights
13,Jasper
13,Mexia
13,Palestine
13,Plainview
13,Rowlett
13,Waynesboro
13,Centralia
13,Fife
13,Mukilteo
13,Walla Walla
13,Cudahy
13,Eau Claire
12,Lincoln
12,Russellville
12,Benicia
12,Calimesa
12,Danville
12,Dixon
12,Farmersville
12,Los Gatos
12,Paso Robles
12,Solana Beach
12,Twin Cities
12,Fountain
12,Brooksville
12,Lake Mary
12,Lake Placid
12,Port Richey
12,Village of Pinecrest
12,St. Marys
12,Idaho Falls
12,Plainfield
12,Mount Sterling
12,Westwego
12,Burlington
12,Gloucester
12,Greenfield
12,Melrose
12,Milton
12,Northampton
12,Norwood
12,Grosse Pointe Park
12,Walker
12,Wyandotte
12,Inver Grove Heights
12,New Brighton
12,Natchez
12,Kennett
12,University City
12,Aberdeen Township
12,Cinnaminson Township
12,Clementon
12,Secaucus
12,South Brunswick Township
12,Corning
12,Tonawanda
12,Webster Town & Village
12,Aberdeen
12,Benson
12,Hamlet
12,Mount Holly
12,Raeford
12,Grand Forks
12,Springfield Township  Summit County
12,Stow
12,Bartlesville
12,Duncan
12,Okmulgee
12,Warr Acres
12,Ridley Township
12,Ross Township
12,State College
12,Camden
12,Georgetown
12,Ridgeland
12,Mount Juliet
12,Winchester
12,Brenham
12,Jacinto City
12,Katy
12,Leon Valley
12,Richmond
12,Seagoville
12,Seguin
12,The Colony
12,Uvalde
12,Layton
12,Front Royal
12,Martinsville
12,Staunton
12,South Charleston
12,Brown Deer
12,Casper
11,Atmore
11,Gulf Shores
11,Lake Havasu City
11,Trumann
11,American Canyon
11,Crescent City
11,Dana Point
11,Goleta
11,La Palma
11,Oakdale
11,Red Bluff
11,Seal Beach
11,Ukiah
11,Federal Heights
11,Fairfield
11,Shelton
11,Laurel
11,Smyrna
11,Alachua
11,Arcadia
11,Milton
11,Sunny Isles Beach
11,Noblesville
11,Pittsburg
11,Elsmere
11,Erlanger
11,Georgetown
11,Farmerville
11,Fairhaven
11,Seekonk
11,Yarmouth
11,Novi
11,Shelby Township
11,Three Rivers
11,West Bloomfield Township
11,Batesville
11,Bay St. Louis
11,St. Ann
11,St. Peters
11,Keene
11,Fair Lawn
11,Freehold Township
11,Howell Township
11,Middletown Township
11,Millburn Township
11,Princeton
11,Somerdale
11,Brighton Town
11,Cicero Town
11,Geneva
11,Watervliet
11,Hillsborough
11,Roxboro
11,Dublin
11,Oxford
11,Silverton
11,Tiffin
11,Durant
11,Sapulpa
11,East Lampeter Township
11,Edgewood
11,Folcroft
11,Harrison Township
11,Kingston
11,North Providence
11,Woodruff
11,Bolivar
11,Lawrenceburg
11,Benbrook
11,Burleson
11,Coppell
11,Del Rio
11,Gonzales
11,Jersey Village
11,Sweetwater
11,Vernon
11,Aberdeen
11,Port Angeles
11,Wapato
11,Bluefield
11,Middleton
11,Oak Creek
11,Sheboygan
11,South Milwaukee
10,Arkadelphia
10,Fordyce
10,Osceola
10,Russellville
10,Stuttgart
10,Grover Beach
10,Lindsay
10,Moorpark
10,Morgan Hill
10,Rancho Palos Verdes
10,Edgewater
10,Berlin
10,Farmington
10,Greenwich
10,Waterford
10,Elsmere
10,New Castle
10,Eustis
10,Green Cove Springs
10,Quincy
10,Wildwood
10,Fayetteville
10,Powder Springs
10,Baker
10,La Plata
10,Easton
10,Allen Park
10,Benton Harbor
10,Monroe
10,Woodbury
10,Branson
10,Kirkwood
10,Liberty
10,O'Fallon
10,Dover
10,Lumberton Township
10,Maple Shade Township
10,Mount Ephraim
10,Scotch Plains Township
10,Belen
10,Grants
10,Carmel Town
10,Olean
10,Oneonta City
10,Port Jervis
10,Rome
10,Morehead City
10,Bismarck
10,Bedford Heights
10,Bowling Green
10,Pickerington
10,University Heights
10,Van Wert
10,Ada
10,Sand Springs
10,Gladstone
10,Aston Township
10,Bethlehem Township
10,Brentwood
10,Central Berks Regional
10,East Pennsboro Township
10,New Cumberland
10,Springfield Township  Montgomery County
10,West Lampeter Township
10,Chester
10,Fort Mill
10,Irmo
10,Kingstree
10,Port Royal
10,Germantown
10,La Vergne
10,Pulaski
10,Atlanta
10,Hillsboro
10,Mount Pleasant
10,Rockwall
10,Rosenberg
10,Blacksburg
10,Pulaski
10,East Wenatchee
10,Quincy
10,Fairmont
10,Logan
10,Menomonee Falls
10,West Milwaukee
9,Clanton
9,Cullman
9,Daphne
9,Sumiton
9,Juneau
9,Prescott Valley
9,Benton
9,Bentonville
9,Sherwood
9,Warren
9,Capitola
9,Coronado
9,Gonzales
9,Lincoln
9,Rancho Santa Margarita
9,Broomfield
9,Groton
9,Plainville
9,Trumbull
9,Avon Park
9,Eatonville
9,Kenneth City
9,Perry
9,Seminole
9,St. Pete Beach
9,Surfside
9,Sweetwater
9,Fort Oglethorpe
9,Sandersville
9,Meridian
9,New Castle
9,Schererville
9,Marshalltown
9,West Des Moines
9,Lenexa
9,Newton
9,Broussard
9,Eunice
9,Morgan City
9,Cottage City
9,Federalsburg
9,New Carrollton
9,Dedham
9,Dracut
9,Wakefield
9,Watertown
9,Westfield
9,Blackman Township
9,Brownstown Township
9,Lathrup Village
9,Mount Pleasant
9,Wixom
9,Worthington
9,Collins
9,Picayune
9,West Point
9,Bel-Ridge
9,Moberly
9,Helena
9,Hampton
9,Carney's Point Township
9,East Brunswick Township
9,Lodi
9,Palmyra
9,Parsippany-Troy Hills Township
9,Roxbury Township
9,Springfield
9,Alamogordo
9,Archdale
9,Butner
9,Spencer
9,Spindale
9,Minot
9,Monroe
9,Oberlin
9,Oregon
9,St. Bernard
9,Wilmington
9,Claremore
9,Wilsonville
9,Chester Township
9,Colonial Regional
9,Coraopolis
9,Lansdale
9,Logan Township
9,Millcreek Township
9,Moon Township
9,Mount Lebanon
9,Robinson Township  Allegheny County
9,Allendale
9,Moncks Corner
9,Saluda
9,Berry Hill
9,Clinton
9,Ripley
9,Alamo Heights
9,Azle
9,Borger
9,Freeport
9,Georgetown
9,Lake Jackson
9,Lake Worth
9,Luling
9,Pflugerville
9,Saginaw
9,Tomball
9,University Park
9,St. Albans
9,Winooski
9,Christiansburg
9,Milton
9,Sedro Woolley
9,Franklin
9,Mount Pleasant
8,Alabaster
8,Andalusia
8,Fultondale
8,Montevallo
8,Winslow
8,Marianna
8,Searcy
8,Wynne
8,Foster City
8,Laguna Beach
8,Patterson
8,Sebastopol
8,Windsor
8,Edgewater
8,Fernandina Beach
8,Lauderdale-by-the-Sea
8,Marianna
8,Naples
8,Neptune Beach
8,Orange Park
8,Sebastian
8,Crawfordsville
8,Scottsburg
8,Seymour
8,Garden City
8,Parsons
8,London
8,Maysville
8,West Buechel
8,Covington
8,Plaquemine
8,Arlington
8,Danvers
8,Rockland
8,Birmingham
8,Fraser
8,Grand Blanc Township
8,Mount Morris
8,Cottage Grove
8,Hilltop
8,Lakeville
8,Minnetonka
8,Moorhead
8,Mounds View
8,White Bear Lake
8,Willmar
8,Belton
8,Caruthersville
8,Dellwood
8,St. John
8,Scottsbluff
8,Elko
8,Laconia
8,Rochester
8,Seabrook
8,Berkeley Township
8,Bordentown Township
8,Bridgewater Township
8,Delran Township
8,East Windsor Township
8,Edgewater Park Township
8,Evesham Township
8,Jackson Township
8,Livingston Township
8,Marlboro Township
8,Palisades Park
8,Ventnor City
8,Wallington
8,Artesia
8,Batavia
8,Cortland
8,Glens Falls
8,Elizabethtown
8,Kill Devil Hills
8,Knightdale
8,Mount Olive
8,Pembroke
8,Scotland Neck
8,Williamston
8,Cambridge
8,Circleville
8,London
8,Upper Arlington
8,Miami
8,Lincoln City
8,Milwaukie
8,Seaside
8,Arnold
8,Carnegie
8,Columbia
8,Crafton
8,Eddystone
8,Fairview Township  York County
8,Glenolden
8,Greensburg
8,Hatboro
8,Lower Southampton Township
8,Plains Township
8,West Hempfield Township
8,Cumberland
8,Johnston
8,Clemson
8,Union
8,Cleveland
8,Clute
8,Kerrville
8,Kilgore
8,La Porte
8,Livingston
8,Madisonville
8,Mercedes
8,Mineral Wells
8,Navasota
8,Pampa
8,Schertz
8,Vidor
8,Waller
8,Waxahachie
8,Willis
8,Roy
8,Brattleboro
8,Rutland
8,Dumfries
8,Manassas Park
8,Williamsburg
8,Ellensburg
8,Snohomish
8,Sumner
7,Livingston
7,Moody
7,North Slope Borough
7,Agoura Hills
7,Arroyo Grande
7,Clearlake
7,Del Mar
7,Livingston
7,Malibu
7,Orinda
7,Rancho Mirage
7,San Carlos
7,Shafter
7,Canon City
7,Greenwood Village
7,La Junta
7,Glastonbury
7,Groton Town
7,Belleview
7,Daytona Beach Shores
7,Lighthouse Point
7,Oldsmar
7,Oviedo
7,Port Orange
7,Tavares
7,Venice
7,Palmetto
7,Franklin
7,Vincennes
7,Crescent Springs
7,Jennings
7,Minden
7,Auburn
7,Fruitland
7,Princess Anne
7,Abington
7,Dennis
7,Ludlow
7,Reading
7,Tewksbury
7,Beverly Hills
7,Muskegon Township
7,South Haven
7,Sturgis
7,Brainerd
7,Virginia
7,Brookhaven
7,Kosciusko
7,Des Peres
7,Excelsior Springs
7,Hillsdale
7,Maryland Heights
7,Webster Groves
7,West Plains
7,Conway
7,Hudson
7,Londonderry
7,Collingswood
7,Haledon
7,Manalapan Township
7,Mantua Township
7,Stratford
7,Tinton Falls
7,Wall Township
7,West Windsor Township
7,Silver City
7,Albion Village
7,Clay Town
7,Eastchester Town
7,East Syracuse Village
7,Liberty Village
7,Lyons Village
7,Manlius Town
7,New Windsor Town
7,Orchard Park Town
7,Pelham Village
7,Saratoga Springs
7,Ahoskie
7,Chadbourn
7,Fairmont
7,Kenly
7,Murfreesboro
7,North Wilkesboro
7,Siler City
7,Wake Forest
7,Athens
7,Brook Park
7,Cheviot
7,Gallipolis
7,Kenton
7,Lebanon
7,Marietta
7,Maumee
7,Miami Township
7,North Canton
7,North Ridgeville
7,Parma Heights
7,Tallmadge
7,Vandalia
7,Willoughby
7,Woodlawn
7,Wagoner
7,Yukon
7,Coos Bay
7,Hermiston
7,North Bend
7,Ontario
7,Troutdale
7,Castle Shannon
7,Center Township
7,Clearfield
7,Dickson City
7,Downingtown
7,Ephrata
7,Exeter Township  Berks County
7,Meadville
7,Northampton Township
7,North Versailles Township
7,Rankin
7,Shaler Township
7,South Strabane Township
7,Sunbury
7,West Reading
7,West York
7,Barnwell
7,Bluffton
7,Denmark
7,Simpsonville
7,Sevierville
7,Union City
7,Belton
7,Brookshire
7,Cedar Park
7,Elsa
7,Everman
7,Galena Park
7,Gilmer
7,Rio Grande City
7,Weatherford
7,Draper
7,Milton
7,Radford
7,Camas
7,Monroe
7,Tumwater
7,Princeton
7,Manitowoc
7,West Bend
6,Oneonta
6,Orange Beach
6,Roanoke
6,Tuscumbia
6,Palmer
6,Cabot
6,Crossett
6,Monticello
6,Nashville
6,Anderson
6,Broadmoor
6,California City
6,Corning
6,Exeter
6,Fillmore
6,Fortuna
6,Grass Valley
6,Gridley
6,Kingsburg
6,Laguna Woods
6,Loma Linda
6,Mill Valley
6,Needles
6,Orland
6,Pacific Grove
6,Alamosa
6,Evans
6,Lafayette
6,Lone Tree
6,Ansonia
6,Crystal River
6,Dundee
6,Indian Harbour Beach
6,Madison
6,Starke
6,West Melbourne
6,West Miami
6,Stone Mountain
6,Post Falls
6,Plymouth
6,Warsaw
6,Whiting
6,Ankeny
6,Fort Scott
6,Hays
6,Berea
6,Franklin
6,La Grange
6,Oak Grove
6,Russell
6,De Ridder
6,Ponchatoula
6,Sanford
6,Berwyn Heights
6,Crisfield
6,Delmar
6,North Attleboro
6,Stoneham
6,Winthrop
6,Big Rapids
6,Center Line
6,Charlotte
6,Davison Township
6,Emmett Township
6,Midland
6,Northville Township
6,Oscoda Township
6,Plymouth Township
6,Bemidji
6,Faribault
6,South St. Paul
6,St. Anthony
6,Cleveland
6,Petal
6,Arnold
6,Carthage
6,Fulton
6,Mexico
6,Monett
6,Neosho
6,Northwoods
6,Richmond Heights
6,Hastings
6,Egg Harbor City
6,Flemington
6,Haddonfield
6,Hammonton
6,Hightstown
6,Jefferson Township
6,Keansburg
6,Keyport
6,Lower Township
6,Manchester Township
6,Matawan
6,Moorestown Township
6,Randolph Township
6,Rockaway Township
6,Runnemede
6,Totowa
6,Watchung
6,Westfield
6,West Paterson
6,Deming
6,Depew Village
6,Floral Park Village
6,Fulton City
6,Gloversville
6,Newark Village
6,Niagara Town
6,North Syracuse Village
6,Oswego City
6,Rensselaer City
6,Scotia Village
6,Black Mountain
6,Fletcher
6,Mebane
6,Nashville
6,Robersonville
6,Amherst
6,Ashland
6,Bellefontaine
6,Blue Ash
6,Deer Park
6,Eaton
6,Englewood
6,Greenville
6,Milford8
6,Ontario
6,Shelby
6,Twinsburg
6,Willowick
6,Chickasha
6,Guthrie
6,Nicoma Park
6,Owasso
6,Cottage Grove
6,Lake Oswego
6,McMinnville
6,Butler Township  Butler County
6,Horsham Township
6,Indiana
6,Middlesex Township  Cumberland County
6,Montgomery Township
6,Nanticoke
6,Neshannock Township
6,Newtown Township  Bucks County
6,North Franklin Township
6,Radnor Township
6,Rostraver Township
6,Upper Merion Township
6,West Shore Regional
6,Lincoln
6,North Kingstown
6,Abbeville
6,Hampton
6,Mauldin
6,Crossville
6,Fayetteville
6,Paris
6,Pigeon Forge
6,Anthony
6,Deer Park
6,Hedwig Village
6,Hempstead
6,Kirby
6,Live Oak
6,Lockhart
6,Marlin
6,Memorial Villages
6,Pittsburg
6,Richland Hills
6,Robstown
6,Universal City
6,American Fork
6,Clearfield
6,Logan
6,Price
6,South Jordan
6,Ashland
6,South Hill
6,Lake Forest Park
6,Sunnyside
6,Union Gap
6,Woodinville
6,Yelm
6,Dunbar
6,Keyser
6,Brookfield
6,Grand Chute
6,St. Francis
6,Stoughton
5,Bayou La Batre
5,Hueytown
5,Lafayette
5,Satsuma
5,Scottsboro
5,Oro Valley
5,Ashdown
5,Morrilton
5,Prescott
5,Belmont
5,Big Bear Lake
5,Carpinteria
5,Coalinga
5,Fort Bragg
5,Grand Terrace
5,Healdsburg
5,King City
5,La Canada Flintridge
5,Paradise
5,Ripon
5,Sonoma
5,Susanville
5,Willits
5,Fort Lupton
5,Lamar
5,Trinidad
5,East Windsor
5,Seymour
5,South Windsor
5,Stonington
5,Windsor
5,Bushnell
5,Crescent City
5,Fort Meade
5,Greensboro
5,Gulf Breeze
5,Lady Lake
5,Lynn Haven
5,Niceville
5,Punta Gorda
5,Safety Harbor
5,South Pasadena
5,Southwest Ranches
5,Peachtree City
5,Rossville
5,Crown Point
5,Decatur
5,Greensburg
5,West Lafayette
5,Cedar Falls
5,Clive
5,Atchison
5,Derby
5,Independence
5,Prairie Village
5,Bardstown
5,Cadiz
5,Corbin
5,Franklin
5,Gonzales
5,Homer
5,Mandeville
5,Pineville
5,Gorham
5,Waterville
5,Hancock
5,Bourne
5,Canton
5,Chelmsford
5,Lynnfield
5,Mansfield
5,Middleboro
5,Plainville
5,Raynham
5,Swansea
5,Flat Rock
5,Fruitport
5,Grosse Pointe
5,Holly
5,Plymouth
5,Champlin
5,Red Wing
5,Shakopee
5,New Albany
5,Chesterfield
5,Desloge
5,Alliance
5,Boulder City
5,Bergenfield
5,Berlin
5,Cliffside Park
5,Edgewater
5,Fort Lee
5,Highland Park
5,Hillsborough Township
5,Little Egg Harbor Township
5,Nutley Township
5,Princeton Township
5,Waterford Township
5,West Deptford Township
5,Ruidoso
5,Amityville Village
5,Bethlehem Town
5,Brockport Village
5,Chester Village
5,Cohoes
5,Dobbs Ferry Village
5,East Rochester Village
5,Ellenville Village
5,Herkimer Village
5,Lancaster Town
5,Mount Kisco Village
5,Niskayuna Town
5,Ogden Town
5,Oneida
5,Angier
5,Carthage
5,Cherryville
5,China Grove
5,Marion
5,Marshville
5,Mocksville
5,Shallotte
5,Stanley
5,Wallace
5,Warsaw
5,Wilkesboro
5,Woodfin
5,Berea
5,Blendon Township
5,Broadview Heights
5,Delhi Township
5,Fairfield Township
5,Fairlawn
5,Grandview Heights
5,Heath
5,Hubbard Township
5,Independence
5,Salem
5,Sheffield Lake
5,Washington Court House
5,Idabel
5,Sallisaw
5,Seminole
5,Tahlequah
5,Cornelius
5,Newberg-Dundee
5,Sherwood
5,West Linn
5,Avalon
5,Bethel Park
5,Connellsville
5,Derry Township  Dauphin County
5,Dormont
5,East Hempfield Township
5,Elizabethtown
5,Emmaus
5,Highspire
5,Kennedy Township
5,Lehighton
5,Mechanicsburg
5,Monessen
5,North Fayette Township
5,Penn Township  York County
5,Rochester
5,Tredyffrin Township
5,Upper Moreland Township
5,Verona
5,West Goshen Township
5,Wyomissing
5,Coventry
5,Blacksburg
5,Summerton
5,Surfside Beach
5,Timmonsville
5,Travelers Rest
5,Wellford
5,Brentwood
5,Grand Junction
5,La Follette
5,Lewisburg
5,Alice
5,Dalhart
5,Friendswood
5,Hidalgo
5,Hondo
5,Hutchins
5,Joshua
5,Kennedale
5,Lamesa
5,Levelland
5,Raymondville
5,Robinson
5,Roma
5,Sealy
5,South Padre Island
5,West University Place
5,Cedar City
5,Tooele
5,Orange
5,Rocky Mount
5,Anacortes
5,Bonney Lake
5,Ferndale
5,Port Townsend
5,St. Albans
5,Westover
5,Cottage Grove
5,Stevens Point
5,Sun Prairie
5,Watertown
5,Rock Springs
4,Eutaw
4,Tallassee
4,Benson
4,Gosnell
4,Lonoke
4,Colma
4,Cotati
4,Dos Palos
4,Half Moon Bay
4,Irwindale
4,Moraga
4,Morro Bay
4,Pismo Beach
4,Taft
4,Truckee
4,Williams
4,Black Hawk
4,Durango
4,Fort Morgan
4,Sheridan
4,Old Saybrook
4,Plymouth
4,Putnam
4,Simsbury
4,Woodbridge
4,Millsboro
4,Bay Harbor Island
4,Chiefland
4,Cross City
4,Dunnellon
4,Edgewood
4,Fellsmere
4,Indialantic
4,Medley
4,Mulberry
4,Greensboro
4,Hampton
4,Manchester
4,Perry
4,Pine Mountain
4,Rockmart
4,Garden City
4,Lewiston
4,Angola
4,Valparaiso
4,Westfield9
4,Fort Madison
4,Oskaloosa
4,Ottumwa
4,Edwardsville
4,Great Bend
4,Leawood
4,Roeland Park
4,Paris
4,Princeton
4,Caribou
4,Scarborough
4,Frostburg
4,Agawam
4,Auburn
4,Billerica
4,Foxborough
4,Mashpee
4,Natick
4,Needham
4,Spencer
4,Wilmington
4,Alpena
4,Berkley
4,Covert Township
4,Farmington
4,Grosse Pointe Woods
4,Huron Township
4,Menominee
4,Riverview
4,Van Buren Township
4,Woodhaven
4,Forest Lake
4,Owatonna
4,Prior Lake
4,Winona
4,Aberdeen
4,Booneville
4,Madison
4,Morton
4,Oxford
4,Pass Christian
4,Winona
4,Ballwin
4,Bolivar
4,Boonville
4,Breckenridge Hills
4,Brentwood
4,Clayton
4,Crestwood
4,Farmington
4,Festus
4,Nevada
4,Olivette
4,Riverside
4,Rock Hill
4,Sugar Creek
4,Sunset Hills
4,Town and Country
4,Wentzville
4,Ralston
4,Fallon
4,West Wendover
4,Belmont
4,Audubon
4,Beachwood
4,Bellmawr
4,Clayton
4,Eastampton Township
4,Franklin Township  Gloucester County
4,Hanover Township
4,Lawnside
4,Little Falls Township
4,Lopatcong Township
4,North Arlington
4,Ocean City
4,Pennsville Township
4,Raritan
4,Ridgefield
4,Riverside Township
4,Shrewsbury
4,South River
4,Woodbury Heights
4,Woodlynne
4,Aztec
4,Lovington
4,Truth or Consequences
4,Guilderland Town
4,Hamburg Village
4,Monroe Village
4,Mount Pleasant Town
4,New Paltz Town and Village
4,Pelham Manor Village
4,Plattsburgh City
4,Scarsdale Village
4,Solvay Village
4,Ulster Town
4,Vestal Town
4,Wappingers Falls Village
4,Beulaville
4,Bladenboro
4,Boone
4,Burgaw
4,Carolina Beach
4,Edenton
4,King
4,Lillington
4,Longview
4,Norwood
4,Oak Island
4,Rowland
4,St. Pauls
4,Waxhaw
4,Waynesville
4,Bellaire
4,Galion
4,Highland Heights
4,Howland Township
4,Logan
4,Minerva
4,Mount Healthy
4,Ravenna
4,Seven Hills
4,Solon
4,Warren Township
4,Frederick
4,Valliant
4,Woodward
4,Astoria
4,Canby
4,St. Helens
4,Sweet Home
4,Allegheny Township  Blair County
4,Ambler
4,Blakely
4,Buffalo Township
4,California
4,Cambria Township
4,Camp Hill
4,Collier Township
4,Douglass Township  Montgomery
4,Doylestown Township
4,Forest Hills
4,Hellam Township
4,Hermitage
4,Hollidaysburg
4,Ingram
4,Latrobe
4,Lower Providence Township
4,Middletown
4,Midland
4,Mifflin County Regional
4,Nazareth Area
4,Newberry Township
4,Newtown Township  Delaware County
4,North Lebanon Township
4,Palmyra
4,Phoenixville
4,Prospect Park
4,Sewickley
4,Southern Regional  York County
4,St. Marys City
4,Swarthmore
4,Tinicum Township  Delaware County
4,Towamencin Township
4,Upper Providence Township  Delaware County
4,Vandergrift
4,Warrington Township
4,Whitemarsh Township
4,Blackville
4,Holly Hill
4,Latta
4,Winnsboro
4,Gatlinburg
4,Henderson
4,Jefferson City
4,Lenoir City
4,Lexington
4,Manchester
4,McKenzie
4,Rockwood
4,Selmer
4,Bastrop
4,Cameron
4,Castle Hills
4,Crockett
4,Crowley
4,Edcouch
4,Flower Mound
4,Glenn Heights
4,Granbury
4,Hereford
4,Jefferson
4,Keller
4,Magnolia
4,Nassau Bay
4,Port Aransas
4,Selma
4,Shenandoah
4,Wharton
4,Windcrest
4,Pleasant Grove/Lindon
4,Colchester
4,Windsor
4,Bedford
4,Blackstone
4,Arlington
4,Bainbridge Island
4,Chehalis
4,Cheney
4,Gig Harbor
4,Steilacoom
4,Point Pleasant
4,Ranson
4,Ashwaubenon
4,Chippewa Falls
4,Germantown
4,Hartford
4,Pewaukee
4,Pleasant Prairie
4,Jackson
4,Rawlins
3,Boaz
3,Collinsville
3,Fayette
3,Heflin
3,Parrish
3,Summerdale
3,Ketchikan
3,Seward
3,Holbrook
3,Miami
3,Paradise Valley
3,Williams
3,Beebe
3,De Witt
3,Hamburg
3,Lowell
3,Siloam Springs
3,Auburn
3,Calabasas
3,Clayton
3,Cloverdale
3,Corcoran
3,Guadalupe
3,Gustine
3,Imperial
3,Isleton
3,Jackson
3,Kerman
3,San Marino
3,Sierra Madre
3,Sonora
3,Villa Park
3,Yreka
3,Castle Rock
3,Lakeside
3,Louisville
3,Manitou Springs
3,Montrose
3,Rocky Ford
3,Steamboat Springs
3,Bethel
3,Cheshire
3,Darien
3,New Milford
3,Orange
3,Westport
3,Camden
3,Milton
3,Chipley
3,Fruitland Park
3,Madeira Beach
3,Monticello
3,Parkland
3,Satellite Beach
3,St. Augustine Beach
3,Treasure Island
3,Wauchula
3,Webster
3,Williston
3,Byron
3,Reidsville
3,Wrens
3,McCall
3,Alexandria
3,Bedford
3,Brownsburg
3,Columbia City
3,Connersville
3,Frankfort
3,Gas City
3,Greenfield
3,Hartford City
3,Kendallville
3,Lowell
3,Mooresville
3,Wabash
3,Muscatine
3,Newton
3,Iola
3,Alexandria
3,Cold Spring
3,Fulton
3,Glasgow
3,Harrodsburg
3,Hickman
3,Hillview
3,Hodgenville
3,Morganfield
3,Mount Washington
3,Pikeville
3,Providence
3,Russellville
3,Harahan
3,Lake Providence
3,Leesville
3,Bath
3,Farmington
3,Lisbon
3,Old Orchard Beach
3,Skowhegan
3,Edmonston
3,Glenarden
3,Hurlock
3,North East
3,Pocomoke City
3,Acton
3,Amesbury
3,Bellingham
3,Berlin
3,Bridgewater
3,Freetown
3,Grafton
3,Hadley
3,Hingham
3,Kingston
3,Lancaster
3,Longmeadow
3,Marshfield
3,North Reading
3,Oxford
3,Pembroke
3,Rowley
3,Templeton
3,Tyngsboro
3,Ware
3,Winchester
3,Bridgeport Township
3,Brighton
3,Cadillac
3,Fenton
3,Grand Haven
3,Imlay City
3,Leoni Township
3,Ludington
3,Marquette
3,Owosso
3,Pleasant Ridge
3,Sault Ste. Marie
3,Springfield
3,St. Johns
3,Summit Township
3,Detroit Lakes
3,Elk River
3,Fergus Falls
3,Grand Rapids
3,North St. Paul
3,Spring Lake Park
3,Stillwater
3,Waite Park
3,Waseca
3,Amory8
3,Charleston
3,Leland
3,Long Beach
3,Clinton
3,Crocker
3,El Dorado Springs
3,Flordell Hills
3,Holts Summit
3,Kirksville
3,Ladue
3,Mountain Grove
3,Parkville
3,Shrewsbury
3,Vinita Park
3,Washington
3,Waynesville
3,Woodson Terrace
3,Columbus
3,Kearney
3,Mesquite
3,Winnemucca
3,Milford
3,Newport
3,Plaistow
3,Barnegat Township
3,Belmar
3,Berlin Township
3,Bradley Beach
3,Brigantine
3,Chatham
3,Cranford Township
3,Dunellen
3,East Hanover Township
3,Elk Township
3,Fairfield Township  Essex County
3,Florence Township
3,Haddon Heights
3,Harrison Township
3,Hawthorne
3,Hi-Nella
3,Jamesburg
3,Lake Como
3,Lakehurst
3,Linwood
3,Lyndhurst Township
3,Middlesex
3,Morris Township
3,Neptune City
3,Northfield
3,North Wildwood
3,Ramsey
3,Raritan Township
3,Ridgefield Park
3,Saddle Brook Township
3,Swedesboro
3,Westampton Township
3,West Milford Township
3,Camillus Town and Village
3,Crawford Town
3,East Greenbush Town
3,East Hampton Town
3,Fallsburg Town
3,Fishkill Town
3,Harrison Town
3,Lakewood-Busti
3,New Castle Town
3,Saugerties Town
3,Stony Point Town
3,Walden Village
3,Ayden
3,Bethel
3,Brevard
3,Elkin
3,Elon
3,Enfield
3,Grifton
3,Hertford
3,Holly Springs
3,Jonesville
3,Leland
3,Nags Head
3,Pinebluff
3,Pittsboro
3,Swansboro
3,Tabor City
3,Troy
3,Vanceboro
3,Wendell
3,Wingate
3,Winterville
3,Yadkinville
3,Bainbridge Township
3,Brimfield Township
3,Canal Fulton
3,Centerville
3,Clyde
3,Conneaut
3,Defiance
3,Mayfield Heights
3,New Lebanon
3,New Richmond
3,Northwood
3,Olmsted Falls
3,Sylvania Township
3,Tipp City
3,Wadsworth
3,Anadarko
3,Bixby
3,Broken Bow
3,Clinton
3,Guymon
3,Newcastle
3,Nowata
3,Pauls Valley
3,Talihina
3,Weatherford
3,Brookings
3,Dallas
3,Talent
3,Aldan
3,Aspinwall
3,Berks-Lehigh Regional
3,Berwick
3,Blairsville
3,Boyertown
3,Brackenridge
3,Brookhaven
3,Clarion
3,Colwyn
3,East Norriton Township
3,East Petersburg
3,Etna
3,Fountain Hill
3,Greencastle
3,Hampton Township
3,Harmar Township
3,Hilltown Township
3,Irwin
3,Johnsonburg
3,Littlestown
3,Lock Haven
3,Lower Gwynedd Township
3,Lower Pottsgrove Township
3,McCandless
3,Media
3,Millersville
3,Moosic
3,Munhall
3,North Cornwall Township
3,Northeastern Regional
3,North Huntingdon Township
3,North Strabane Township
3,O'Hara Township
3,Perkasie
3,Pleasant Hills
3,Richland Township  Cambria County
3,Shenango Township  Lawrence County
3,Shillington
3,South Williamsport
3,Spring Township  Berks County
3,Upper Dublin Township
3,Upper Leacock Township
3,Upper Perkiomen
3,Uwchlan Township
3,Washington Township  Franklin County
3,Washington Township  Westmoreland County
3,Waynesburg
3,West Pottsgrove Township
3,South Kingstown
3,Warren
3,Andrews
3,Atlantic Beach
3,Duncan
3,Elgin
3,Johnsonville
3,McColl
3,New Ellenton
3,North
3,St. George
3,Turbeville
3,West Pelzer
3,Williamston
3,Williston
3,Yankton
3,Ashland City
3,Caryville
3,Kingston
3,Lakewood
3,Livingston
3,Martin
3,McMinnville
3,Monterey
3,Mount Pleasant
3,Newbern
3,Oliver Springs
3,Soddy-Daisy
3,Somerville
3,Sweetwater
3,Trenton
3,Alton
3,Andrews
3,Cockrell Hill
3,Corinth
3,Cuero
3,Dayton
3,Dumas
3,Eagle Lake
3,Elgin
3,Falfurrias
3,Farmersville
3,Gatesville
3,Gladewater
3,Kaufman
3,Lacy-Lakeview
3,Lumberton
3,Meadows Place
